Hostname,Event_Type,Target_Group,Account_ID,Timestamp
DESKTOP-45.HERNANDEZ.ORG,User account locked out,Administrators,OLD_DOMAIN.LEGACY.COM\garciamelvin,2026-08-14 12:38:37
WEB-88.DANIELS-WALLACE.COM,Logon failure,Domain Admins,CORP\mary65,2026-08-08 00:57:53
SRV-34.MENDOZA.NET,A member was removed from a security-enabled local group,IT_Helpdesk,GUEST\taylorjenny,2026-08-07 14:03:20
DB-80.JACKSON-LEE.COM,A member was added to a security-enabled local group,IT_Helpdesk,GUEST\SVC_sgalvan,2026-08-03 21:26:04
DESKTOP-89.BREWER-MILLER.COM,User account locked out,All_Staff_Read_Only,CORP\barbara97,2026-08-13 23:54:08
LT-44.MURRAY-RODRIGUEZ.BIZ,Logon failure,IT_Helpdesk,DEV\donaldadams,2026-08-13 03:58:36
LAPTOP-60.COLEMAN.INFO,A member was added to a security-enabled local group,Domain Admins,DEV\mayobobby,2026-08-31 01:32:30
LAPTOP-06.MEYER.COM,User account locked out,Marketing_Share,DEV\gibsonjohn,2026-08-14 10:57:32
DB-02.TANNER-ADAMS.ORG,A member was added to a security-enabled local group,Domain Admins,DEV\SVC_stonebianca,2026-08-17 01:52:27
LT-96.WHITE.COM,A member was removed from a security-enabled local group,Domain Admins,GUEST\wjuarez,2026-08-15 21:17:51
WEB-93.CAMPBELL.COM,A member was added to a security-enabled local group,Administrators,DEV\uanderson,2026-08-19 09:51:18
DB-96.ROGERS.INFO,A member was added to a security-enabled global group,Marketing_Share,OLD_DOMAIN.LEGACY.COM\kchambers,2026-08-04 20:42:57
WEB-77.CHRISTENSEN.COM,A member was added to a security-enabled global group,Administrators,GUEST\TEMP_hfoster,2026-08-12 00:26:24
DB-63.MYERS-GREENE.COM,A member was added to a security-enabled global group,Domain Admins,DEV\hannah15,2026-08-15 04:01:28
DB-68.HENDERSON.COM,User account locked out,All_Staff_Read_Only,DEV\SVC_gperkins,2026-08-14 01:12:36
EMAIL-09.FERGUSON.ORG,User account locked out,IT_Helpdesk,GUEST\SVC_kenneth75,2026-08-29 14:47:12
LT-47.JARVIS-PEREZ.COM,A member was removed from a security-enabled local group,Domain Admins,OLD_DOMAIN.LEGACY.COM\TEMP_sheri98,2026-08-28 19:59:42
LT-36.GOMEZ.COM,A member was added to a security-enabled global group,Domain Admins,OLD_DOMAIN.LEGACY.COM\xcooper,2026-08-21 00:54:51
DB-42.WALKER.COM,A member was removed from a security-enabled local group,IT_Helpdesk,DEV\joel22,2026-08-23 18:15:27
WEB-01.VAUGHN-MURRAY.BIZ,A member was added to a security-enabled global group,All_Staff_Read_Only,GUEST\SVC_joseph55,2026-08-21 06:44:02
EMAIL-04.WEBSTER-MILLER.COM,Logon failure,Remote Desktop Users,GUEST\michael56,2026-08-25 15:32:41
LT-54.CABRERA.BIZ,A member was removed from a security-enabled local group,All_Staff_Read_Only,GUEST\ewaters,2026-08-17 23:54:48
LT-22.JORDAN.NET,A member was added to a security-enabled global group,Remote Desktop Users,OLD_DOMAIN.LEGACY.COM\gibsonstephanie,2026-08-31 08:54:41
LT-61.BOONE-ARMSTRONG.COM,A member was added to a security-enabled global group,IT_Helpdesk,DEV\blairwilliam,2026-08-03 12:07:50
DESKTOP-14.JACOBS-HUYNH.ORG,User account locked out,Remote Desktop Users,CORP\stewartamanda,2026-08-11 17:13:15
SRV-75.GONZALEZ-KNIGHT.COM,A member was added to a security-enabled local group,Domain Admins,DEV\TEMP_rhebert,2026-08-11 02:43:27
LT-27.RYAN-WATKINS.COM,A member was removed from a security-enabled local group,Marketing_Share,OLD_DOMAIN.LEGACY.COM\kevin43,2026-08-06 02:59:54
LAPTOP-27.BARRERA-CARR.INFO,A member was added to a security-enabled local group,Administrators,OLD_DOMAIN.LEGACY.COM\TEMP_gwhite,2026-08-17 13:43:58
LAPTOP-84.NEWMAN-DIAZ.COM,A member was removed from a security-enabled local group,Marketing_Share,DEV\SVC_justinmoon,2026-08-15 14:31:33
WEB-66.MORA-TORRES.COM,A member was added to a security-enabled local group,IT_Helpdesk,OLD_DOMAIN.LEGACY.COM\davissara,2026-08-09 19:51:46
LT-86.MUNOZ.COM,A member was added to a security-enabled local group,Domain Admins,OLD_DOMAIN.LEGACY.COM\dawnparker,2026-08-26 12:02:21
WEB-67.ARNOLD.ORG,User account locked out,IT_Helpdesk,DEV\juan19,2026-08-25 06:51:09
DESKTOP-56.GROSS.ORG,A member was added to a security-enabled global group,All_Staff_Read_Only,DEV\christine47,2026-08-10 08:14:57
DESKTOP-65.FLORES-GREEN.COM,User account locked out,Domain Admins,OLD_DOMAIN.LEGACY.COM\qbarrett,2026-08-26 00:37:35
LT-92.GORDON.COM,A member was removed from a security-enabled local group,Remote Desktop Users,CORP\jennifer86,2026-08-07 00:33:13
DB-61.NELSON.BIZ,A member was added to a security-enabled local group,All_Staff_Read_Only,CORP\erik15,2026-08-12 22:01:12
WEB-37.MILLER.BIZ,Logon failure,All_Staff_Read_Only,CORP\greenethomas,2026-08-20 15:44:37
LAPTOP-82.ROSALES-MATTHEWS.COM,Logon failure,Remote Desktop Users,DEV\heather67,2026-08-26 20:56:50
LAPTOP-07.FORD.COM,User account locked out,Administrators,CORP\tracyfischer,2026-08-14 00:34:50
EMAIL-50.TREVINO-SALAS.INFO,A member was removed from a security-enabled local group,Marketing_Share,GUEST\snelson,2026-08-07 19:32:50
EMAIL-20.MONROE.COM,Logon failure,Administrators,CORP\knightamber,2026-08-15 16:53:40
WEB-54.HAYNES.COM,A member was removed from a security-enabled local group,IT_Helpdesk,DEV\danielsanchez,2026-08-26 08:27:21
DESKTOP-18.HESS-UNDERWOOD.ORG,A member was removed from a security-enabled local group,Domain Admins,GUEST\parkerjared,2026-08-02 12:34:52
DESKTOP-44.JONES.COM,Logon failure,Marketing_Share,OLD_DOMAIN.LEGACY.COM\carlos76,2026-08-26 18:08:07
DB-57.WARD.COM,User account locked out,Domain Admins,CORP\SVC_johnsonnicholas,2026-08-18 21:48:02
EMAIL-95.WALLS.COM,Logon failure,All_Staff_Read_Only,CORP\elizabethward,2026-08-08 16:38:17
SRV-76.HILL-FRY.COM,Logon failure,Remote Desktop Users,GUEST\danielleblake,2026-08-09 16:32:56
WEB-13.WEISS-HAYES.COM,User account locked out,Domain Admins,GUEST\qjensen,2026-08-28 15:09:30
LAPTOP-92.LAMBERT.NET,A member was removed from a security-enabled local group,Domain Admins,GUEST\meghan56,2026-08-20 11:24:20
LT-08.HARRISON.COM,A member was added to a security-enabled local group,All_Staff_Read_Only,CORP\arielwalker,2026-08-11 15:46:26
LT-96.OROZCO.BIZ,A member was added to a security-enabled local group,IT_Helpdesk,OLD_DOMAIN.LEGACY.COM\lintonya,2026-08-30 13:53:31
DB-79.JENSEN-HERNANDEZ.BIZ,Logon failure,Administrators,OLD_DOMAIN.LEGACY.COM\hfarrell,2026-08-13 10:31:34
EMAIL-22.SMITH-ZIMMERMAN.INFO,A member was added to a security-enabled local group,All_Staff_Read_Only,CORP\millerdavid,2026-08-09 11:08:39
SRV-15.WEBSTER-COOPER.COM,A member was added to a security-enabled local group,IT_Helpdesk,CORP\alex39,2026-08-11 12:13:11
LT-16.PAUL.COM,A member was removed from a security-enabled local group,Remote Desktop Users,GUEST\kylegibson,2026-08-15 05:32:21
LAPTOP-53.THOMPSON.COM,A member was removed from a security-enabled local group,Remote Desktop Users,OLD_DOMAIN.LEGACY.COM\kathymiranda,2026-08-17 06:15:43
DB-95.SMITH.COM,A member was removed from a security-enabled local group,Marketing_Share,GUEST\gmorris,2026-08-06 07:45:57
LAPTOP-71.VARGAS.ORG,Logon failure,Domain Admins,DEV\matthew71,2026-08-16 07:03:35
DESKTOP-71.TURNER.ORG,A member was added to a security-enabled local group,Remote Desktop Users,OLD_DOMAIN.LEGACY.COM\TEMP_caleb24,2026-08-04 12:15:22
SRV-35.BAXTER.NET,A member was added to a security-enabled global group,Administrators,CORP\rayjessica,2026-08-02 22:37:42
SRV-59.ANDERSEN.NET,Logon failure,All_Staff_Read_Only,CORP\tbarrett,2026-08-06 08:15:46
LT-00.CHANG.BIZ,A member was added to a security-enabled global group,Administrators,GUEST\antonio62,2026-08-16 19:57:30
LT-09.NORRIS.COM,User account locked out,Domain Admins,CORP\tmcmahon,2026-08-02 18:44:16
DESKTOP-67.JOHNSON-REYNOLDS.COM,A member was added to a security-enabled local group,Marketing_Share,OLD_DOMAIN.LEGACY.COM\llopez,2026-08-24 22:44:40
EMAIL-79.MORRIS.INFO,A member was removed from a security-enabled local group,All_Staff_Read_Only,DEV\bennettclaudia,2026-08-19 14:34:36
LAPTOP-22.EVANS-GIBSON.BIZ,A member was added to a security-enabled global group,All_Staff_Read_Only,CORP\qwall,2026-08-09 11:40:48
EMAIL-16.HULL.BIZ,A member was removed from a security-enabled local group,Marketing_Share,OLD_DOMAIN.LEGACY.COM\amymiller,2026-08-18 15:35:52
LT-66.COCHRAN.COM,A member was added to a security-enabled global group,IT_Helpdesk,DEV\andrewslauren,2026-08-31 04:24:55
DB-67.MOODY.ORG,A member was added to a security-enabled local group,IT_Helpdesk,DEV\austin70,2026-08-06 06:33:10
DB-99.RICHARDSON.INFO,A member was added to a security-enabled global group,All_Staff_Read_Only,DEV\hwalker,2026-08-01 09:06:29
LAPTOP-03.MCCARTHY.NET,A member was added to a security-enabled local group,All_Staff_Read_Only,DEV\SVC_john31,2026-08-20 14:11:09
LT-14.WILLIAMS.BIZ,Logon failure,Remote Desktop Users,DEV\kimscott,2026-08-29 08:33:03
LAPTOP-55.MILLER.ORG,A member was removed from a security-enabled local group,Administrators,GUEST\SVC_brooke99,2026-08-18 06:30:29
WEB-80.STEELE-GONZALEZ.ORG,A member was added to a security-enabled local group,IT_Helpdesk,OLD_DOMAIN.LEGACY.COM\gcole,2026-08-18 09:46:59
EMAIL-56.MCDONALD.COM,Logon failure,Administrators,DEV\scottday,2026-08-22 20:11:46
LT-91.BROWNING.COM,User account locked out,Domain Admins,OLD_DOMAIN.LEGACY.COM\SVC_riverarichard,2026-08-02 07:16:30
SRV-26.HAYES.COM,Logon failure,All_Staff_Read_Only,DEV\ramirezkeith,2026-08-19 00:01:47
EMAIL-06.SMITH.NET,A member was added to a security-enabled global group,All_Staff_Read_Only,CORP\sanchezangel,2026-08-03 21:38:33
WEB-42.THOMPSON.COM,A member was removed from a security-enabled local group,Administrators,OLD_DOMAIN.LEGACY.COM\rileytracey,2026-08-12 18:56:16
LT-23.WOOD-HICKS.BIZ,A member was added to a security-enabled local group,Remote Desktop Users,CORP\kmiller,2026-08-31 00:25:41
DB-58.JAMES-BEASLEY.COM,Logon failure,Marketing_Share,DEV\SVC_christywilson,2026-08-30 18:14:58
SRV-27.AGUILAR.COM,User account locked out,Administrators,OLD_DOMAIN.LEGACY.COM\vhawkins,2026-08-07 22:39:22
LT-85.GONZALEZ-WEISS.COM,A member was added to a security-enabled local group,Marketing_Share,GUEST\elizabethwilson,2026-08-01 19:37:21
WEB-73.BLACKBURN.INFO,A member was removed from a security-enabled local group,IT_Helpdesk,GUEST\danielledavis,2026-08-05 09:34:50
LAPTOP-82.HICKS-SHAW.COM,User account locked out,All_Staff_Read_Only,DEV\pking,2026-08-09 17:07:05
LT-09.PATEL-GRAY.COM,A member was removed from a security-enabled local group,Remote Desktop Users,DEV\SVC_bergmelissa,2026-08-15 08:46:52
DESKTOP-98.HAYES-DOUGLAS.COM,A member was removed from a security-enabled local group,Marketing_Share,CORP\SVC_donnacarter,2026-08-05 15:19:05
LT-78.ALVAREZ.COM,A member was added to a security-enabled local group,All_Staff_Read_Only,GUEST\derekdonaldson,2026-08-18 02:20:20
LAPTOP-03.BROWN-BRADSHAW.NET,A member was removed from a security-enabled local group,Administrators,OLD_DOMAIN.LEGACY.COM\wyoung,2026-08-20 23:49:39
WEB-65.LAWRENCE-WEST.COM,A member was added to a security-enabled local group,Remote Desktop Users,DEV\bjones,2026-08-16 01:04:52
DB-93.WILLIAMS-MOSLEY.INFO,Logon failure,IT_Helpdesk,CORP\xkaufman,2026-08-25 15:51:02
SRV-36.NORMAN.COM,A member was added to a security-enabled global group,Administrators,DEV\SVC_kevinmontoya,2026-08-27 15:59:41
DB-31.THOMAS.COM,A member was added to a security-enabled local group,IT_Helpdesk,GUEST\awalsh,2026-08-22 09:00:45
LT-71.CANNON.COM,A member was added to a security-enabled local group,Administrators,GUEST\TEMP_robertsalyssa,2026-08-02 01:29:27
EMAIL-20.CLARK.COM,User account locked out,Administrators,OLD_DOMAIN.LEGACY.COM\jmatthews,2026-08-10 18:22:12
DESKTOP-31.MCGUIRE.COM,A member was added to a security-enabled local group,Administrators,OLD_DOMAIN.LEGACY.COM\dpatrick,2026-08-23 02:25:03
SRV-41.ROSARIO.BIZ,A member was removed from a security-enabled local group,Administrators,GUEST\erikaroberts,2026-08-16 19:27:23
EMAIL-13.ALVAREZ-HARVEY.INFO,A member was removed from a security-enabled local group,Administrators,CORP\colleendyer,2026-08-28 20:26:23
EMAIL-27.GILBERT.COM,A member was added to a security-enabled global group,Marketing_Share,CORP\brianpham,2026-08-08 02:35:03
WEB-06.TURNER.COM,A member was added to a security-enabled local group,Remote Desktop Users,GUEST\bellmaria,2026-08-30 08:27:45
LT-72.MORGAN.NET,User account locked out,Administrators,CORP\SVC_gaypamela,2026-08-11 17:28:36
DB-95.JOHNSON.COM,A member was added to a security-enabled global group,Administrators,DEV\irogers,2026-08-13 19:47:24
LAPTOP-55.HEBERT-PARKER.ORG,User account locked out,Remote Desktop Users,GUEST\SVC_matthew39,2026-08-01 17:43:36
SRV-19.LITTLE.COM,A member was added to a security-enabled local group,Administrators,DEV\wilsonandrea,2026-08-09 23:03:43
WEB-04.HUGHES.INFO,Logon failure,IT_Helpdesk,DEV\patrick45,2026-08-28 11:03:22
SRV-03.FRYE-BERG.INFO,A member was added to a security-enabled global group,Remote Desktop Users,GUEST\SVC_hurleymargaret,2026-08-08 00:08:48
DB-48.MASON.NET,User account locked out,Marketing_Share,OLD_DOMAIN.LEGACY.COM\SVC_mcdonaldmadison,2026-08-30 13:30:49
WEB-55.RAY.COM,A member was added to a security-enabled global group,Marketing_Share,CORP\meltoncathy,2026-08-24 17:38:56
DESKTOP-90.WALLACE-FOSTER.COM,A member was added to a security-enabled local group,Domain Admins,CORP\medinastacie,2026-08-17 22:29:07
WEB-22.BANKS.COM,A member was added to a security-enabled local group,All_Staff_Read_Only,DEV\mathisashley,2026-08-29 14:11:29
SRV-18.MOORE.COM,A member was added to a security-enabled global group,Remote Desktop Users,OLD_DOMAIN.LEGACY.COM\richardgreen,2026-08-03 00:48:00
DB-49.BAKER.COM,Logon failure,IT_Helpdesk,CORP\murphyshawn,2026-08-09 19:25:04
WEB-80.THOMAS.COM,A member was removed from a security-enabled local group,IT_Helpdesk,DEV\anne01,2026-08-29 14:04:50
EMAIL-68.BASS.COM,A member was added to a security-enabled local group,IT_Helpdesk,OLD_DOMAIN.LEGACY.COM\woodardshirley,2026-08-05 12:15:25
WEB-79.JONES.COM,Logon failure,Marketing_Share,CORP\joshuadunn,2026-08-30 18:54:40
LT-92.MILLER-SMITH.COM,Logon failure,Remote Desktop Users,CORP\debbie51,2026-08-22 11:14:16
EMAIL-39.JENKINS.COM,A member was added to a security-enabled global group,Administrators,DEV\youngandrea,2026-08-04 02:01:48
WEB-81.KING.COM,Logon failure,Domain Admins,CORP\TEMP_paul01,2026-08-29 03:53:07
DESKTOP-94.SHEPARD.COM,A member was added to a security-enabled global group,Marketing_Share,DEV\hannahhenderson,2026-08-28 11:14:09
EMAIL-02.WILKERSON-MASON.INFO,A member was removed from a security-enabled local group,Domain Admins,CORP\brownsarah,2026-08-30 13:38:22
LAPTOP-80.NGUYEN.NET,A member was added to a security-enabled local group,IT_Helpdesk,OLD_DOMAIN.LEGACY.COM\mharris,2026-08-13 02:52:50
SRV-63.JIMENEZ-DIAZ.BIZ,A member was added to a security-enabled global group,All_Staff_Read_Only,DEV\alexa34,2026-08-08 01:08:50
DESKTOP-15.OLSON.COM,User account locked out,Domain Admins,OLD_DOMAIN.LEGACY.COM\TEMP_jasonsmith,2026-08-22 16:46:32
DESKTOP-62.MCCARTHY-ZAMORA.COM,User account locked out,IT_Helpdesk,CORP\jhumphrey,2026-08-30 17:47:42
SRV-30.SHERMAN.COM,Logon failure,IT_Helpdesk,GUEST\timothythomas,2026-08-05 15:37:30
EMAIL-50.ROGERS.BIZ,A member was removed from a security-enabled local group,Administrators,OLD_DOMAIN.LEGACY.COM\derricksloan,2026-08-21 20:54:32
SRV-13.WHITE.COM,A member was added to a security-enabled global group,Domain Admins,GUEST\kimberlymartin,2026-08-18 23:35:43
DB-41.MILLER.COM,Logon failure,Administrators,CORP\SVC_ncrawford,2026-08-04 00:17:06
LT-33.WILLIAMS.BIZ,Logon failure,All_Staff_Read_Only,CORP\simonkimberly,2026-08-13 06:28:04
DESKTOP-06.SILVA-SMITH.COM,User account locked out,Remote Desktop Users,CORP\orrdavid,2026-08-06 04:16:22
LAPTOP-26.LOPEZ.NET,A member was added to a security-enabled local group,Domain Admins,GUEST\thomas40,2026-08-30 14:41:03
WEB-14.OCONNOR-SMITH.COM,A member was added to a security-enabled global group,All_Staff_Read_Only,CORP\SVC_thomascaleb,2026-08-09 08:48:46
WEB-75.WELCH.COM,A member was added to a security-enabled local group,Remote Desktop Users,CORP\robertjenkins,2026-08-13 17:37:54
DESKTOP-80.COX-WOODS.COM,A member was added to a security-enabled global group,Remote Desktop Users,CORP\carlajones,2026-08-23 09:38:36
DESKTOP-33.BROWN-ROGERS.COM,A member was removed from a security-enabled local group,Marketing_Share,OLD_DOMAIN.LEGACY.COM\SVC_amy62,2026-08-13 18:32:31
LT-16.JENKINS.COM,Logon failure,Domain Admins,OLD_DOMAIN.LEGACY.COM\laurengoodman,2026-08-19 12:02:46
DB-36.HORN-HALL.BIZ,A member was added to a security-enabled local group,Remote Desktop Users,GUEST\wilsonjohn,2026-08-01 11:32:10
EMAIL-93.DAVIS-GARNER.COM,A member was added to a security-enabled global group,Marketing_Share,DEV\TEMP_amahoney,2026-08-15 22:13:35
SRV-11.VAUGHN-KELLY.COM,Logon failure,Marketing_Share,GUEST\guerreroroberto,2026-08-02 23:04:15
LT-54.WASHINGTON-GUTIERREZ.COM,A member was added to a security-enabled local group,Administrators,GUEST\gregcox,2026-08-06 06:30:05
WEB-38.HICKS.COM,A member was removed from a security-enabled local group,Domain Admins,GUEST\SVC_duranlawrence,2026-08-17 16:54:44
SRV-32.NGUYEN-TURNER.ORG,Logon failure,IT_Helpdesk,CORP\wellis,2026-08-07 02:53:47
LT-31.HALL.COM,A member was removed from a security-enabled local group,Marketing_Share,OLD_DOMAIN.LEGACY.COM\ysteele,2026-08-23 14:13:41
LT-47.MONTGOMERY.COM,Logon failure,IT_Helpdesk,DEV\oestes,2026-08-11 23:47:36
LT-29.CASTRO.COM,A member was added to a security-enabled local group,Remote Desktop Users,CORP\zward,2026-08-03 07:31:26
DB-09.HARMON.COM,A member was removed from a security-enabled local group,IT_Helpdesk,DEV\tracy36,2026-08-18 07:00:36
EMAIL-49.HUGHES.COM,User account locked out,Administrators,DEV\lancepitts,2026-08-11 05:31:31
EMAIL-46.AVILA-CONRAD.ORG,A member was added to a security-enabled global group,Domain Admins,GUEST\susan77,2026-08-07 14:21:18
SRV-78.WHEELER.COM,A member was removed from a security-enabled local group,Administrators,GUEST\qbrooks,2026-08-23 18:46:11
EMAIL-87.HART.INFO,User account locked out,Administrators,DEV\peterhowell,2026-08-29 03:51:33
SRV-78.BRIGHT.ORG,User account locked out,Remote Desktop Users,CORP\SVC_carrolllori,2026-08-04 12:24:58
WEB-71.HARPER-LONG.COM,A member was removed from a security-enabled local group,Marketing_Share,CORP\julie23,2026-08-28 18:42:20
EMAIL-69.GRANT.NET,Logon failure,Remote Desktop Users,OLD_DOMAIN.LEGACY.COM\anthony20,2026-08-27 23:48:14
LAPTOP-21.HARRIS.ORG,A member was added to a security-enabled global group,IT_Helpdesk,OLD_DOMAIN.LEGACY.COM\philip55,2026-08-20 15:55:24
LAPTOP-83.PECK.INFO,A member was added to a security-enabled global group,Remote Desktop Users,CORP\SVC_lori20,2026-08-19 09:44:30
SRV-56.CASTILLO.BIZ,User account locked out,Domain Admins,OLD_DOMAIN.LEGACY.COM\TEMP_debrasavage,2026-08-28 14:27:26
WEB-59.MCDONALD.COM,A member was removed from a security-enabled local group,Remote Desktop Users,CORP\thomasthomas,2026-08-08 04:03:03
SRV-88.COOK.COM,User account locked out,Administrators,GUEST\ugardner,2026-08-09 16:05:11
DESKTOP-13.MURPHY.INFO,A member was added to a security-enabled global group,Domain Admins,DEV\desireecampbell,2026-08-15 12:05:20
LAPTOP-48.WEBER.COM,A member was added to a security-enabled global group,IT_Helpdesk,OLD_DOMAIN.LEGACY.COM\daniellejones,2026-08-16 02:48:09
DB-68.SCOTT-FOSTER.BIZ,User account locked out,IT_Helpdesk,OLD_DOMAIN.LEGACY.COM\SVC_richard30,2026-08-09 19:11:59
WEB-82.MAYO.BIZ,A member was added to a security-enabled global group,Administrators,GUEST\evanturner,2026-08-06 02:54:01
EMAIL-22.SMITH-ZIMMERMAN.INFO,A member was added to a security-enabled local group,All_Staff_Read_Only,CORP\millerdavid,2026-08-09 11:08:39
SRV-04.VASQUEZ.INFO,User account locked out,Administrators,DEV\gburton,2026-08-05 03:48:23
LAPTOP-12.WOODS.INFO,Logon failure,Domain Admins,OLD_DOMAIN.LEGACY.COM\bryantdavid,2026-08-24 08:56:28
WEB-27.JONES.ORG,A member was added to a security-enabled global group,IT_Helpdesk,OLD_DOMAIN.LEGACY.COM\nicolelam,2026-08-12 14:22:14
DB-64.BROWN-BATES.COM,User account locked out,All_Staff_Read_Only,DEV\michelle58,2026-08-24 01:16:48
SRV-08.GRAY.COM,A member was added to a security-enabled global group,Administrators,CORP\petersonalfred,2026-08-17 10:05:16
SRV-16.WILLIAMS.NET,A member was added to a security-enabled local group,Marketing_Share,GUEST\anthonymartin,2026-08-20 03:45:36
EMAIL-57.STRICKLAND.COM,A member was added to a security-enabled global group,Marketing_Share,DEV\reginathomas,2026-08-30 03:01:55
LAPTOP-58.SCOTT-DOYLE.COM,A member was added to a security-enabled local group,All_Staff_Read_Only,DEV\richpamela,2026-08-03 06:55:15
DESKTOP-20.CUMMINGS.ORG,A member was added to a security-enabled global group,IT_Helpdesk,CORP\TEMP_adavenport,2026-08-01 15:47:56
WEB-40.CORTEZ.INFO,User account locked out,IT_Helpdesk,DEV\aguilarkristen,2026-08-28 06:20:38
LAPTOP-09.GARCIA-BATES.COM,A member was added to a security-enabled global group,Remote Desktop Users,GUEST\heidi26,2026-08-13 10:05:09
SRV-35.SCOTT.COM,A member was added to a security-enabled local group,IT_Helpdesk,DEV\SVC_smithalexander,2026-08-29 18:40:57
LT-90.MORRIS-FISHER.COM,A member was added to a security-enabled local group,Marketing_Share,DEV\SVC_nicholasmorgan,2026-08-03 01:00:42
WEB-82.FRENCH-MILLER.COM,A member was added to a security-enabled local group,Domain Admins,CORP\SVC_katiejones,2026-08-30 22:07:53
WEB-12.MIRANDA.BIZ,A member was added to a security-enabled local group,IT_Helpdesk,CORP\SVC_qsmith,2026-08-14 22:39:24
SRV-35.SCHROEDER.INFO,A member was added to a security-enabled global group,IT_Helpdesk,GUEST\TEMP_kristinacollier,2026-08-16 05:28:57
SRV-43.ALLEN-YATES.COM,User account locked out,All_Staff_Read_Only,DEV\blamb,2026-08-16 06:03:44
LAPTOP-29.NICHOLS-PETERS.COM,A member was added to a security-enabled local group,Marketing_Share,GUEST\scarter,2026-08-15 08:59:17
EMAIL-55.WONG.COM,A member was added to a security-enabled local group,Marketing_Share,CORP\SVC_amy90,2026-08-05 20:18:02
EMAIL-43.PAGE-LEONARD.ORG,Logon failure,All_Staff_Read_Only,DEV\zgriffin,2026-08-03 07:05:56
SRV-01.LAWSON-BALL.NET,A member was removed from a security-enabled local group,IT_Helpdesk,GUEST\gracemartinez,2026-08-13 07:27:35
LAPTOP-82.HICKS-SHAW.COM,User account locked out,All_Staff_Read_Only,DEV\pking,2026-08-09 17:07:05
EMAIL-14.JOHNSON.COM,Logon failure,Marketing_Share,CORP\erinweber,2026-08-04 00:03:13
DB-60.MOORE-COLE.COM,A member was added to a security-enabled local group,Administrators,OLD_DOMAIN.LEGACY.COM\johnsonjacqueline,2026-08-24 07:07:27
SRV-18.BAKER.COM,User account locked out,Marketing_Share,CORP\timothyhensley,2026-08-26 08:42:15
EMAIL-85.SIMMONS-SMITH.ORG,A member was removed from a security-enabled local group,Remote Desktop Users,OLD_DOMAIN.LEGACY.COM\mrodriguez,2026-08-15 11:34:01
LAPTOP-67.LEE-HUDSON.ORG,A member was added to a security-enabled global group,All_Staff_Read_Only,OLD_DOMAIN.LEGACY.COM\grantjames,2026-08-21 22:28:35
LT-63.CARLSON-KING.COM,A member was removed from a security-enabled local group,IT_Helpdesk,OLD_DOMAIN.LEGACY.COM\dennisstevenson,2026-08-10 03:03:43
LT-72.REESE-GRAHAM.COM,User account locked out,Domain Admins,OLD_DOMAIN.LEGACY.COM\SVC_james74,2026-08-29 17:26:11
SRV-01.MOODY.COM,User account locked out,Domain Admins,OLD_DOMAIN.LEGACY.COM\deannalynch,2026-08-29 18:28:02
LAPTOP-70.BROWN.COM,A member was added to a security-enabled local group,IT_Helpdesk,CORP\kimberlysmith,2026-08-01 18:34:18
LAPTOP-07.LOPEZ.ORG,A member was added to a security-enabled global group,All_Staff_Read_Only,DEV\nelsonjames,2026-08-29 01:00:01
SRV-25.SMITH-POWELL.COM,A member was added to a security-enabled local group,Marketing_Share,OLD_DOMAIN.LEGACY.COM\hortonjeffery,2026-08-29 06:40:37
DESKTOP-13.DORSEY.NET,User account locked out,Administrators,GUEST\jessebell,2026-08-15 17:24:20
SRV-99.GONZALES-WILSON.COM,User account locked out,Marketing_Share,OLD_DOMAIN.LEGACY.COM\kim98,2026-08-19 15:02:40
DESKTOP-93.GEORGE.BIZ,User account locked out,All_Staff_Read_Only,CORP\barkerkathleen,2026-08-28 15:34:14
DB-71.COMBS-BAUER.NET,A member was added to a security-enabled local group,All_Staff_Read_Only,OLD_DOMAIN.LEGACY.COM\barbara46,2026-08-24 21:25:09
EMAIL-31.GARCIA.COM,A member was removed from a security-enabled local group,All_Staff_Read_Only,CORP\SVC_briggsbecky,2026-08-22 05:49:34
EMAIL-04.ODONNELL.COM,A member was added to a security-enabled local group,Marketing_Share,GUEST\ereed,2026-08-18 13:42:45
LT-17.MCCOY.COM,A member was removed from a security-enabled local group,IT_Helpdesk,CORP\SVC_john02,2026-08-16 13:15:56
WEB-04.MCCOY-MOORE.COM,A member was removed from a security-enabled local group,IT_Helpdesk,OLD_DOMAIN.LEGACY.COM\katherineparrish,2026-08-30 17:38:58
WEB-72.BURTON-CURRY.COM,A member was added to a security-enabled global group,Remote Desktop Users,DEV\michaelenglish,2026-08-30 20:20:53
EMAIL-32.MCCARTHY-CONRAD.INFO,User account locked out,All_Staff_Read_Only,GUEST\andrewcolon,2026-08-02 05:30:33
LT-40.GARNER-NASH.COM,User account locked out,Marketing_Share,OLD_DOMAIN.LEGACY.COM\paulmichael,2026-08-06 02:08:28
DESKTOP-14.SUTTON.COM,Logon failure,IT_Helpdesk,OLD_DOMAIN.LEGACY.COM\allisonmatthews,2026-08-25 19:59:20
DESKTOP-30.GARZA.NET,A member was added to a security-enabled global group,Marketing_Share,GUEST\melissa36,2026-08-03 15:22:03
DESKTOP-45.RUIZ.COM,A member was added to a security-enabled local group,Marketing_Share,GUEST\ystanley,2026-08-11 02:54:06
LT-11.MILLER-ALEXANDER.NET,User account locked out,IT_Helpdesk,OLD_DOMAIN.LEGACY.COM\danielhicks,2026-08-28 02:14:23
